;NAME;JOBREF;CORRSTARTTIME;CORRSTOPTIME;QTYGOOD;CORRSTARTDATE;CORRSTOPDATE
1058;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;533938;77294;77303;0.0;2018-10-30;2018-10-30
1059;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;533938;77294;77303;0.0;2018-10-30;2018-10-30
1060;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;533938;77294;77303;0.0;2018-10-30;2018-10-30
1061;CF76S : 1130 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;532933;77327;85011;48.0;2018-10-30;2018-10-30
1062;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533506;55500;64081;65.0;2018-10-31;2018-10-31
1063;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;533733;61790;62440;0.0;2018-11-07;2018-11-07
1064;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533210;61320;69419;126.0;2018-11-08;2018-11-08
1065;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;533733;69419;70787;24.0;2018-11-08;2018-11-08
1066;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;533733;70787;71821;24.0;2018-11-08;2018-11-08
1067;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;533733;71821;75435;0.0;2018-11-08;2018-11-08
1068;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;533733;75435;75477;24.0;2018-11-08;2018-11-08
1069;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;533733;75435;75477;0.0;2018-11-08;2018-11-08
1070;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;533733;75477;77263;24.0;2018-11-08;2018-11-08
1071;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;533733;75477;77263;0.0;2018-11-08;2018-11-08
1072;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;533733;75477;77263;0.0;2018-11-08;2018-11-08
1073;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534002;55830;57224;0.0;2018-11-12;2018-11-12
1074;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534001;57224;58416;28.0;2018-11-12;2018-11-12
1075;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534002;57224;58416;28.0;2018-11-12;2018-11-12
1076;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534002;58498;58508;0.0;2018-11-12;2018-11-12
1077;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534002;58498;58508;0.0;2018-11-12;2018-11-12
1078;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534002;58498;58508;0.0;2018-11-12;2018-11-12
1079;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534001;58537;60086;0.0;2018-11-12;2018-11-12
1080;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534001;62089;62096;28.0;2018-11-12;2018-11-12
1081;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534001;62096;63386;28.0;2018-11-12;2018-11-12
1082;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534001;63386;64982;28.0;2018-11-12;2018-11-12
1083;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534001;65012;65020;0.0;2018-11-12;2018-11-12
1084;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534001;65012;65020;0.0;2018-11-12;2018-11-12
1085;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534001;65012;65020;0.0;2018-11-12;2018-11-12
1086;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534430;65042;70603;42.0;2018-11-12;2018-11-12
1087;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534201;81848;85311;75.0;2018-11-14;2018-11-14
1088;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534201;85311;5436;139.0;2018-11-14;2018-11-15
1089;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534201;5436;7835;50.0;2018-11-15;2018-11-15
1090;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534200;55500;60383;65.0;2018-11-15;2018-11-15
1091;CF56S : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534327;60428;66551;54.0;2018-11-15;2018-11-15
1092;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534126;66551;66578;0.0;2018-11-15;2018-11-15
1093;BD30 : 1375 x 676 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;534159;66578;73186;48.0;2018-11-15;2018-11-15
1094;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533815;80895;83398;0.0;2018-11-21;2018-11-21
1095;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;534850;56087;58623;28.0;2018-11-22;2018-11-22
1096;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;534850;58623;62231;48.0;2018-11-22;2018-11-22
1097;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;534850;62255;62262;0.0;2018-11-22;2018-11-22
1098;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;534850;62255;62262;0.0;2018-11-22;2018-11-22
1099;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;534850;62255;62262;0.0;2018-11-22;2018-11-22
1100;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534605;73050;83140;72.0;2018-11-22;2018-11-22
1101;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534849;56326;57084;48.0;2018-11-27;2018-11-27
1102;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534770;57666;65532;32.0;2018-11-27;2018-11-27
1103;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534072;83443;84909;80.0;2018-11-27;2018-11-27
1104;CF76S : 1130 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;534851;64490;74698;16.0;2018-11-29;2018-11-29
1105;CF76S : 1130 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;534851;74698;76607;32.0;2018-11-29;2018-11-29
1106;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534848;74698;76607;0.0;2018-11-29;2018-11-29
1107;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534848;80875;83358;50.0;2018-11-29;2018-11-29
1108;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;535522;54900;65172;100.0;2018-12-04;2018-12-04
1109;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535589;65172;68870;24.0;2018-12-04;2018-12-04
1110;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535589;68870;70157;24.0;2018-12-04;2018-12-04
1111;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535589;70157;72392;24.0;2018-12-04;2018-12-04
1112;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535589;72392;74491;24.0;2018-12-04;2018-12-04
1113;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535589;74625;74633;0.0;2018-12-04;2018-12-04
1114;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535589;74625;74633;0.0;2018-12-04;2018-12-04
1115;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535589;74625;74633;0.0;2018-12-04;2018-12-04
1116;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535134;74658;74911;0.0;2018-12-04;2018-12-04
1117;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535134;74911;76619;0.0;2018-12-04;2018-12-04
1118;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535134;76619;80707;24.0;2018-12-04;2018-12-04
1119;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535134;76619;80707;24.0;2018-12-04;2018-12-04
1120;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535134;80707;82032;24.0;2018-12-04;2018-12-04
1121;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535134;82032;85155;24.0;2018-12-04;2018-12-04
1122;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535134;85181;85194;0.0;2018-12-04;2018-12-04
1123;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535134;85181;85194;0.0;2018-12-04;2018-12-04
1124;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;535134;85181;85194;0.0;2018-12-04;2018-12-04
1125;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;535000;62192;68640;48.0;2018-12-06;2018-12-06
1126;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534621;62821;70592;105.0;2018-12-10;2018-12-10
1127;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534621;70592;76157;105.0;2018-12-10;2018-12-10
1128;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534621;76157;84180;105.0;2018-12-10;2018-12-10
1129;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534621;84200;84218;0.0;2018-12-10;2018-12-10
1130;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534621;84200;84218;0.0;2018-12-10;2018-12-10
1131;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534621;84200;84218;0.0;2018-12-10;2018-12-10
1132;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;535724;64655;66902;48.0;2018-12-12;2018-12-12
1133;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;535724;66902;69474;48.0;2018-12-12;2018-12-12
1134;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;535724;69474;71429;48.0;2018-12-12;2018-12-12
1135;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;535724;71429;77327;48.0;2018-12-12;2018-12-12
1136;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;535724;77369;77382;0.0;2018-12-12;2018-12-12
1137;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;535724;77369;77382;0.0;2018-12-12;2018-12-12
1138;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;535724;77369;77382;0.0;2018-12-12;2018-12-12
1139;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525673;70668;71115;0.0;2018-03-14;2018-03-14
1140;SW56-3 : 1175 x 676 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;523726;3701;4751;0.0;2018-02-16;2018-02-16
1141;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525941;79237;81658;0.0;2018-03-13;2018-03-13
1142;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525941;79237;81658;0.0;2018-03-13;2018-03-13
1143;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525941;79237;81658;0.0;2018-03-13;2018-03-13
1144;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;522474;56072;57384;30.0;2018-01-08;2018-01-08
1145;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;522474;60037;63714;50.0;2018-01-08;2018-01-08
1146;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;522475;72159;75986;48.0;2018-01-08;2018-01-08
1147;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;522925;57029;57034;0.0;2018-01-09;2018-01-09
1148;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;522279;57034;61302;9.0;2018-01-09;2018-01-09
1149;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;522925;57034;61302;48.0;2018-01-09;2018-01-09
1150;SW56-3 : 1375 x 676 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;521874;66266;66348;0.0;2018-01-09;2018-01-09
1151;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523068;85182;85785;0.0;2018-01-10;2018-01-10
1152;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523068;211;3038;20.0;2018-01-11;2018-01-11
1153;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;522924;55166;59653;55.0;2018-01-16;2018-01-16
1154;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;523607;62277;73066;114.0;2018-01-17;2018-01-17
1155;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;521802;74660;85352;100.0;2018-01-17;2018-01-17
1156;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;521628;55500;62161;61.0;2018-01-18;2018-01-18
1157;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523147;68758;69541;0.0;2018-01-18;2018-01-18
1158;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523214;64377;74324;48.0;2018-01-31;2018-01-31
1159;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523480;74324;77048;11.0;2018-01-31;2018-01-31
1160;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523480;83308;85301;10.0;2018-01-31;2018-01-31
1161;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523477;83308;85301;21.0;2018-01-31;2018-01-31
1162;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522464;86350;3600;0.0;2018-01-31;2018-02-01
1163;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523418;55904;58256;0.0;2018-02-05;2018-02-05
1164;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523418;58273;59099;15.0;2018-02-05;2018-02-05
1165;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;523742;57371;60034;24.0;2018-02-06;2018-02-06
1166;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;523742;60034;60041;0.0;2018-02-06;2018-02-06
1167;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;523742;60034;60041;0.0;2018-02-06;2018-02-06
1168;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;523742;60034;60041;0.0;2018-02-06;2018-02-06
1169;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;523742;60034;60041;0.0;2018-02-06;2018-02-06
1170;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522468;72976;74223;0.0;2018-02-06;2018-02-06
1171;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522468;3600;8166;150.0;2018-02-07;2018-02-07
1172;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;523235;55500;64495;88.0;2018-02-07;2018-02-07
1173;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;524196;64495;66433;24.0;2018-02-07;2018-02-07
1174;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;524196;69615;76523;90.0;2018-02-07;2018-02-07
1175;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524390;81723;81834;0.0;2018-02-19;2018-02-19
1176;SW56-3 : 1175 x 576 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;524211;81834;84208;0.0;2018-02-19;2018-02-19
1177;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524346;54900;58869;23.0;2018-02-20;2018-02-20
1178;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524346;69131;73193;49.0;2018-02-20;2018-02-20
1179;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;524430;71862;71975;0.0;2018-02-21;2018-02-21
1180;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;524430;75387;82877;0.0;2018-02-21;2018-02-21
1181;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;524430;82877;82891;0.0;2018-02-21;2018-02-21
1182;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;524430;82891;3055;96.0;2018-02-21;2018-02-22
1183;CF76S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;523975;55508;62543;69.0;2018-02-22;2018-02-22
1184;SW56-3 : 1275 x 676 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;523729;76966;83052;41.0;2018-02-22;2018-02-22
1185;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;524638;54900;55742;0.0;2018-02-27;2018-02-27
1186;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524470;63872;70407;48.0;2018-02-27;2018-02-27
1187;BD30 : 1375 x 676 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;524859;69649;75577;48.0;2018-02-28;2018-02-28
1188;BD30 : 1275 x 676 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;522173;75577;81760;48.0;2018-02-28;2018-02-28
1189;SW56-6 : 1095 x 676 : H/H : 190F/H : ST1 : 2D/4F/4B/3T : SA;524715;81760;84618;40.0;2018-02-28;2018-02-28
1190;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524348;5325;5347;0.0;2018-03-01;2018-03-01
1191;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524348;7132;7137;2.0;2018-03-01;2018-03-01
1192;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;525720;54900;60186;45.0;2018-03-13;2018-03-13
1193;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;525720;60835;62241;15.0;2018-03-13;2018-03-13
1194;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;525720;65107;71147;55.0;2018-03-13;2018-03-13
1195;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525941;74421;75626;0.0;2018-03-13;2018-03-13
1196;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;525721;55500;56142;0.0;2018-03-15;2018-03-15
1197;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525829;1758;1767;0.0;2018-04-05;2018-04-05
1198;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525829;1767;1817;0.0;2018-04-05;2018-04-05
1199;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525829;1817;3600;10.0;2018-04-05;2018-04-05
1200;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;526345;72262;74822;96.0;2018-04-10;2018-04-10
1201;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;526415;82526;3600;48.0;2018-04-10;2018-04-11
1202;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;526345;55682;63471;96.0;2018-04-11;2018-04-11
1203;BD30 : 1175 x 676 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;526632;63471;71178;48.0;2018-04-11;2018-04-11
1204;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;526345;77431;84349;0.0;2018-04-11;2018-04-11
1205;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;526349;64965;65319;0.0;2018-04-12;2018-04-12
1206;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527010;55500;56690;40.0;2018-04-25;2018-04-25
1207;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527279;59794;60256;0.0;2018-05-30;2018-05-30
1208;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527279;85258;2909;60.0;2018-05-30;2018-05-31
1209;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528496;78256;79880;17.0;2018-05-31;2018-05-31
1210;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528522;79880;83611;48.0;2018-05-31;2018-05-31
1211;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530789;1074;2655;8.0;2018-09-11;2018-09-11
1212;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;531923;57936;58118;0.0;2018-09-11;2018-09-11
1213;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;531923;68859;72383;32.0;2018-09-11;2018-09-11
1214;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;531922;72383;74220;32.0;2018-09-11;2018-09-11
1215;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;531921;74220;76893;32.0;2018-09-11;2018-09-11
1216;BD30 : 1275 x 676 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;530979;79698;85842;48.0;2018-09-11;2018-09-11
1217;CF76S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;529500;55500;61985;77.0;2018-09-13;2018-09-13
1218;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534116;56243;61932;140.0;2018-11-20;2018-11-20
1219;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534116;61932;69617;140.0;2018-11-20;2018-11-20
1220;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534116;69617;69681;0.0;2018-11-20;2018-11-20
1221;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534116;69617;69681;0.0;2018-11-20;2018-11-20
1222;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534116;69617;69681;0.0;2018-11-20;2018-11-20
1223;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534116;69617;69681;0.0;2018-11-20;2018-11-20
1224;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;534306;69681;70771;24.0;2018-11-20;2018-11-20
1225;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;534306;70771;71813;24.0;2018-11-20;2018-11-20
1226;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;528123;55800;60306;71.0;2018-07-05;2018-07-05
1227;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;527881;83632;1314;0.0;2018-05-16;2018-05-17
1228;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523813;31585;42259;126.0;2018-02-12;2018-02-12
1229;SW56-3 : 1375 x 676 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;524062;42299;46744;28.0;2018-02-12;2018-02-12
1230;SW56-3 : 1275 x 676 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;524267;46763;48294;28.0;2018-02-12;2018-02-12
1231;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524068;48312;52591;0.0;2018-02-12;2018-02-12
1232;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524068;52591;53019;32.0;2018-02-12;2018-02-12
1233;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524067;52591;53019;0.0;2018-02-12;2018-02-12
1234;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524067;53019;55307;32.0;2018-02-12;2018-02-12
1235;SW56-3 : 1175 x 676 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;524266;53019;55307;28.0;2018-02-12;2018-02-12
1236;SW56-3 : 1175 x 576 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;524061;27710;30701;0.0;2018-02-13;2018-02-13
1237;SW56-3 : 1175 x 576 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;524061;30701;37679;28.0;2018-02-13;2018-02-13
1238;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524066;30701;37679;32.0;2018-02-13;2018-02-13
1239;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;523822;37699;42927;56.0;2018-02-13;2018-02-13
1240;SW56-3 : 1175 x 676 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;523652;43146;51279;0.0;2018-02-13;2018-02-13
1241;SW56-3 : 1175 x 676 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;523652;51279;51337;70.0;2018-02-13;2018-02-13
1242;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523279;26935;33858;80.0;2018-02-14;2018-02-14
1243;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522435;33885;35100;0.0;2018-02-14;2018-02-14
1244;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522435;37040;48433;320.0;2018-02-14;2018-02-14
