;NAME;JOBREF;CORRSTARTTIME;CORRSTOPTIME;QTYGOOD;CORRSTARTDATE;CORRSTOPDATE
679;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;533273;48358;51014;49.0;2018-11-05;2018-11-05
680;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;533273;51014;54041;49.0;2018-11-05;2018-11-05
681;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;533273;54041;54118;0.0;2018-11-05;2018-11-05
682;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;533273;54041;54118;0.0;2018-11-05;2018-11-05
683;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533957;38074;40444;32.0;2018-11-06;2018-11-06
684;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534258;40444;55385;132.0;2018-11-06;2018-11-06
685;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;533375;25200;38589;107.0;2018-11-07;2018-11-07
686;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534058;38589;38861;0.0;2018-11-07;2018-11-07
687;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534058;41202;54575;132.0;2018-11-07;2018-11-07
688;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534259;27040;36126;100.0;2018-11-08;2018-11-08
689;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534057;43016;51804;65.0;2018-11-08;2018-11-08
690;BD30 : 1175 x 576 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;533291;51804;55232;48.0;2018-11-08;2018-11-08
691;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533798;36600;41376;48.0;2018-11-09;2018-11-09
692;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534070;41376;51768;16.0;2018-11-09;2018-11-09
693;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534070;27324;33966;0.0;2018-11-12;2018-11-12
694;CF76S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;533341;25583;36312;58.0;2018-11-14;2018-11-14
695;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533795;36312;48412;80.0;2018-11-14;2018-11-14
696;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534073;48412;55800;64.0;2018-11-14;2018-11-14
697;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534200;37463;41558;65.0;2018-11-15;2018-11-15
698;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534200;43014;50453;0.0;2018-11-15;2018-11-15
699;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534200;51542;51748;140.0;2018-11-15;2018-11-15
700;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534200;51748;54789;75.0;2018-11-15;2018-11-15
701;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534071;25200;31561;25.0;2018-11-19;2018-11-19
702;SW56-1 : 1095 x 576 : H/H : 140G : ST1 : 3D/3F/3B/11T : EA;534161;31561;33600;0.0;2018-11-19;2018-11-19
703;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534200;39600;51615;140.0;2018-11-19;2018-11-19
704;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534200;51615;52935;0.0;2018-11-19;2018-11-19
705;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534200;51615;52935;0.0;2018-11-19;2018-11-19
706;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534200;51615;52935;0.0;2018-11-19;2018-11-19
707;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534070;52935;55443;32.0;2018-11-19;2018-11-19
708;CF76S : 1130 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;534573;25683;35152;48.0;2018-11-20;2018-11-20
709;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534546;35152;40476;48.0;2018-11-20;2018-11-20
710;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534116;40476;49791;140.0;2018-11-20;2018-11-20
711;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534116;49791;55800;140.0;2018-11-20;2018-11-20
712;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;534306;25200;27801;24.0;2018-11-21;2018-11-21
713;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;534306;27801;28947;24.0;2018-11-21;2018-11-21
714;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;534306;28947;28977;0.0;2018-11-21;2018-11-21
715;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;534306;28947;28977;0.0;2018-11-21;2018-11-21
716;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;534306;28947;28977;0.0;2018-11-21;2018-11-21
717;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534394;28977;36089;48.0;2018-11-21;2018-11-21
718;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;535206;40926;55478;126.0;2018-11-21;2018-11-21
719;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533815;25200;34274;50.0;2018-11-22;2018-11-22
720;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;534850;48664;52554;48.0;2018-11-22;2018-11-22
721;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;534850;52554;55499;48.0;2018-11-22;2018-11-22
722;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;534850;55499;55800;20.0;2018-11-22;2018-11-22
723;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534849;50896;55800;40.0;2018-11-27;2018-11-27
724;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534718;25200;38490;64.0;2018-11-28;2018-11-28
725;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534760;38882;38944;0.0;2018-11-28;2018-11-28
726;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534760;39657;48931;0.0;2018-11-28;2018-11-28
727;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534760;50114;50836;48.0;2018-11-28;2018-11-28
728;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;535236;18542;23199;21.0;2018-12-03;2018-12-03
729;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;535235;52311;54432;14.0;2018-12-04;2018-12-04
730;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;535522;54432;55800;14.0;2018-12-04;2018-12-04
731;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534663;25200;39144;114.0;2018-12-05;2018-12-05
732;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534872;25200;25751;0.0;2018-12-06;2018-12-06
733;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534872;34803;48141;126.0;2018-12-06;2018-12-06
734;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534550;48141;55800;80.0;2018-12-06;2018-12-06
735;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534621;47474;49500;37.0;2018-12-07;2018-12-07
736;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;534621;25641;29528;68.0;2018-12-10;2018-12-10
737;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;535188;31824;42182;96.0;2018-12-10;2018-12-10
738;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;535131;42182;51590;80.0;2018-12-10;2018-12-10
739;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;535273;22500;22991;0.0;2018-12-12;2018-12-12
740;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;535273;29162;31123;14.0;2018-12-12;2018-12-12
741;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;535724;46585;47339;0.0;2018-12-12;2018-12-12
742;SW56-1 : 1095 x 676 : H/H : 140G : ST1 : 3D/3F/3B/11T : EA;535588;38660;44995;48.0;2018-12-13;2018-12-13
743;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;535132;46341;52410;64.0;2018-12-13;2018-12-13
744;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;535133;29648;35687;48.0;2018-12-14;2018-12-14
745;SW56-1 : 1130 x 550 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;536216;35687;49280;136.0;2018-12-14;2018-12-14
746;SW56-6 : 1175 x 576 : H/H : 190F/H : ST1 : 2D/4F/4B/4T : SA;522846;48970;49813;0.0;2018-01-22;2018-01-22
747;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527478;47955;54206;0.0;2018-05-17;2018-05-17
748;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528800;32307;34224;0.0;2018-06-12;2018-06-12
749;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;524585;70024;73190;0.0;2018-03-05;2018-03-05
750;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;525458;56608;59888;0.0;2018-03-19;2018-03-19
751;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;530674;56090;59026;0.0;2018-08-27;2018-08-27
752;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;531253;84069;84673;0.0;2018-09-03;2018-09-03
753;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;533733;61910;62560;0.0;2018-11-07;2018-11-07
754;BD30 : 1175 x 676 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;522277;55500;56106;0.0;2018-01-03;2018-01-03
755;BD30 : 1175 x 576 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;521942;56106;59460;48.0;2018-01-03;2018-01-03
756;BD30 : 1275 x 676 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;522404;59460;63392;48.0;2018-01-03;2018-01-03
757;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522627;63392;80058;150.0;2018-01-03;2018-01-03
758;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;521636;80058;5038;0.0;2018-01-03;2018-01-04
759;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;521636;5038;9086;114.0;2018-01-04;2018-01-04
760;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522628;5038;9086;0.0;2018-01-04;2018-01-04
761;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;521607;55500;62046;86.0;2018-01-04;2018-01-04
762;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;522303;62046;68699;0.0;2018-01-04;2018-01-04
763;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;522303;68699;71905;48.0;2018-01-04;2018-01-04
764;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;522177;83080;84000;0.0;2018-01-04;2018-01-04
765;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;522177;84000;85744;24.0;2018-01-04;2018-01-04
766;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;522177;85744;485;24.0;2018-01-04;2018-01-05
767;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;522177;485;557;0.0;2018-01-05;2018-01-05
768;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;522177;557;1816;24.0;2018-01-05;2018-01-05
769;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;522177;557;1816;24.0;2018-01-05;2018-01-05
770;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;522177;1861;1890;0.0;2018-01-05;2018-01-05
771;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;522177;1861;1890;0.0;2018-01-05;2018-01-05
772;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;522177;1861;1890;0.0;2018-01-05;2018-01-05
773;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523068;85182;85785;0.0;2018-01-10;2018-01-10
774;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523068;211;913;0.0;2018-01-11;2018-01-11
775;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;522509;58243;59368;32.0;2018-01-11;2018-01-11
776;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;523607;62205;62212;0.0;2018-01-17;2018-01-17
777;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523147;71386;75824;48.0;2018-01-18;2018-01-18
778;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522459;81568;81969;0.0;2018-01-22;2018-01-22
779;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522459;83130;2859;61.0;2018-01-22;2018-01-23
780;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522458;54908;58804;40.0;2018-01-23;2018-01-23
781;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522458;58826;58833;0.0;2018-01-23;2018-01-23
782;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523679;57356;58331;0.0;2018-01-25;2018-01-25
783;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523681;69429;70525;9.0;2018-01-25;2018-01-25
784;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523213;56099;56809;10.0;2018-01-30;2018-01-30
785;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523146;50529;50948;0.0;2018-02-02;2018-02-02
786;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523146;53087;54831;24.0;2018-02-02;2018-02-02
787;SW56-6 : 1375 x 676 : H/H : 190F/H : ST1 : 2D/4F/4B/4T : SA;523623;56895;60305;50.0;2018-02-02;2018-02-02
788;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;523742;75269;76422;24.0;2018-02-02;2018-02-02
789;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;523742;76422;77903;24.0;2018-02-02;2018-02-02
790;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;523742;77903;79362;24.0;2018-02-02;2018-02-02
791;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523418;58328;59099;0.0;2018-02-05;2018-02-05
792;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;522468;846;3600;0.0;2018-02-07;2018-02-07
793;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;524179;80205;81607;24.0;2018-02-08;2018-02-08
794;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;524179;81607;83605;24.0;2018-02-08;2018-02-08
795;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;524179;81310;82159;0.0;2018-02-13;2018-02-13
796;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;524179;84509;85246;24.0;2018-02-13;2018-02-13
797;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;524179;85268;85278;0.0;2018-02-13;2018-02-13
798;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;524179;85268;85278;0.0;2018-02-13;2018-02-13
799;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;524179;85268;85278;0.0;2018-02-13;2018-02-13
800;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523537;85309;3123;48.0;2018-02-13;2018-02-14
801;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;524020;56061;58865;48.0;2018-02-14;2018-02-14
802;CF76S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;523122;58865;62316;0.0;2018-02-14;2018-02-14
803;CF76S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;523122;62316;66333;48.0;2018-02-14;2018-02-14
804;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;523974;62316;66333;0.0;2018-02-14;2018-02-14
805;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;523974;66333;72976;96.0;2018-02-14;2018-02-14
806;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;524676;55500;55500;0.0;2018-02-15;2018-02-15
807;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;524676;55974;57684;0.0;2018-02-15;2018-02-15
808;SW56-3 : 1175 x 676 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;523726;84000;4751;70.0;2018-02-15;2018-02-16
809;SW56-3 : 1175 x 576 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;523722;79379;3287;65.0;2018-02-27;2018-02-28
810;CF56S : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;523278;56165;62088;0.0;2018-03-01;2018-03-01
811;CF56S : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;523278;62088;70044;45.0;2018-03-01;2018-03-01
812;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;525032;62088;70044;45.0;2018-03-01;2018-03-01
813;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;524585;70024;73190;0.0;2018-03-05;2018-03-05
814;CF76S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;525139;56155;57777;8.0;2018-03-06;2018-03-06
815;CF76S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;525420;57777;61716;48.0;2018-03-06;2018-03-06
816;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;524585;75588;80055;49.0;2018-03-06;2018-03-06
817;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;524585;80055;82276;49.0;2018-03-06;2018-03-06
818;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;524585;82276;84525;19.0;2018-03-06;2018-03-06
819;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;524585;84604;3600;0.0;2018-03-06;2018-03-07
820;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;524585;84604;3600;0.0;2018-03-06;2018-03-07
821;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;524585;84604;3600;0.0;2018-03-06;2018-03-07
822;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525941;75381;81236;16.0;2018-03-13;2018-03-13
823;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525941;75381;81236;16.0;2018-03-13;2018-03-13
824;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525941;75381;81236;16.0;2018-03-13;2018-03-13
825;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;525458;56608;59888;8.0;2018-03-19;2018-03-19
826;SW56-6 : 1095 x 676 : H/H : 190F/H : ST1 : 2D/4F/4B/3T : SA;525645;74630;76368;0.0;2018-03-21;2018-03-21
827;SW56-6 : 1095 x 676 : H/H : 190F/H : ST1 : 2D/4F/4B/3T : SA;525645;79522;82478;50.0;2018-03-21;2018-03-21
828;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;525492;82515;83960;24.0;2018-03-21;2018-03-21
829;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;525492;83978;85181;24.0;2018-03-21;2018-03-21
830;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;525492;85203;44;24.0;2018-03-21;2018-03-22
831;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;525492;61;1427;24.0;2018-03-22;2018-03-22
832;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;525492;1448;1456;0.0;2018-03-22;2018-03-22
833;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;525492;1448;1456;0.0;2018-03-22;2018-03-22
834;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;525492;1448;1456;0.0;2018-03-22;2018-03-22
835;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;526012;55762;59057;24.0;2018-03-27;2018-03-27
836;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;521581;722;3070;17.0;2018-03-28;2018-03-28
837;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;526219;55514;55999;0.0;2018-04-18;2018-04-18
838;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;526868;55999;57323;60.0;2018-04-18;2018-04-18
839;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;526219;57344;64627;80.0;2018-04-18;2018-04-18
840;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;527012;72445;73822;24.0;2018-04-18;2018-04-18
841;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;527012;73822;75125;24.0;2018-04-18;2018-04-18
842;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;527012;75125;79154;24.0;2018-04-18;2018-04-18
843;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;527012;79154;79189;0.0;2018-04-18;2018-04-18
844;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;527012;79189;79227;0.0;2018-04-18;2018-04-18
845;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;527012;79189;79227;0.0;2018-04-18;2018-04-18
846;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;527012;79189;79227;0.0;2018-04-18;2018-04-18
847;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;527012;79189;79227;24.0;2018-04-18;2018-04-18
848;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;526880;79266;81615;49.0;2018-04-18;2018-04-18
849;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;526880;81615;84070;49.0;2018-04-18;2018-04-18
850;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;526880;84070;229;49.0;2018-04-18;2018-04-19
851;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;526880;229;1738;0.0;2018-04-19;2018-04-19
852;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;526880;3280;3600;49.0;2018-04-19;2018-04-19
853;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;526880;3600;3600;0.0;2018-04-19;2018-04-19
854;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;526880;3600;3600;0.0;2018-04-19;2018-04-19
855;CF36LM : 900 x 676 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;526880;3600;3600;0.0;2018-04-19;2018-04-19
856;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;526947;79128;2300;96.0;2018-04-24;2018-04-25
857;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527118;2300;7434;48.0;2018-04-25;2018-04-25
858;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527010;56377;58803;40.0;2018-04-25;2018-04-25
859;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527228;55694;58935;29.0;2018-05-03;2018-05-03
860;SW56-6 : 1175 x 676 : H/H : 190F/H : ST1 : 2D/4F/4B/4T : SA;527461;55943;57399;50.0;2018-05-07;2018-05-07
861;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;527519;56660;58265;26.0;2018-05-08;2018-05-08
862;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;527519;3566;3572;0.0;2018-05-09;2018-05-09
863;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527278;56182;58294;20.0;2018-05-09;2018-05-09
864;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;527881;84199;84982;0.0;2018-05-16;2018-05-16
865;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;527943;84735;1075;0.0;2018-05-22;2018-05-23
866;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528033;80329;428;48.0;2018-05-23;2018-05-24
867;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;528352;56856;63403;48.0;2018-05-24;2018-05-24
868;CF76S : 1130 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;528351;69876;70167;48.0;2018-05-24;2018-05-24
